hs_code,hs_description
0302895061,"GROUPER, FR/CH, EXCEPT FILLET, LIVER AND ROE NESOI"
0302895064,"LINGCOD, FR/CH, EXCEPT FILLET, LIVER AND ROE NESOI"
0302895067,"MONKFISH, FR/CH, EXC FILLET, LIVER AND ROE"
0302895070,"ATKA MACKERAL, FR/CH, EXCEPT FILLETS ETC, NESOI"
0302895072,"MAHI MAHI FR/CH, EXC LIVERS ROES FILLETS ETC NESOI"
0302895077,"FISH, FR/CH,EXC LIVERS, ROES, FILLETS, NESOI"
0302912000,"STURGEON ROE, FRESH OR CHILLED"
0302914010,"MULLET ROE, FRESH OR CHILLED"
0302914090,"FISH LIVERS AND ROES, FRESH OR CHILLED, NESOI"
0302920000,"SHARK FINS, FRESH OR CHILLED, EXC FILLET"
0302990000,"OTHER EDIBLE FISH OFFAL, FRESH OR CHILLED, NESOI"
0303110000,"SOCKEYE (RED) SALMON, FROZEN, EXCEPT FILLETS, ETC"
0303120012,"CHINOOK (KING) SALMON, FROZEN, EXCEPT FILLETS, ETC"
0303120022,"CHUM (DOG) SALMON, FROZEN, EXC FILLET, LIVER & ROE"
0303120032,"PINK (HUMPIE) SALMON, FROZEN, EXCEPT FILLETS, ETC"
0303120052,"COHO (SILVER) SALMON, FROZEN, EXCEPT FILLETS, ETC"
0303120062,"PACIFIC SALMON, FRZN EXC FILLET, LIVER & ROE NESOI"
0303130000,ATLANTIC & DANUBE SALMON FROZEN EXCEPT FILLETS ETC
0303140000,"TROUT, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303190100,"SALMONIDAE, FROZEN, EXC FILLET, LIVER & ROE, NESOI"
0303230000,"TILAPIA (OREOCHROMIS), FZ EXC FILLET, LIVER & ROE"
0303240010,"ICTALURUS, FROZEN EXCEPT FILLET LIVER & ROE, NESOI"
0303240020,"PANGASIUS SPP, FROZEN, EXC FILLETS, LIVERS & ROES"
0303240050,"CATFISH,FROZEN EXC FILLET LIVER ROE NESOI"
0303250100,"CARP, FROZEN EXC FILLET LIVER ROE"
0303260000,"EELS, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303290110,"NILE PERCH, FROZEN EXC FILET, LIVERS AND ROE"
0303290150,"SNAKEHEADS, FROZEN EXC FILLET LIVER ROE"
0303310010,"ATLANTIC HALIBUT FROZEN EXCEPT FILLET, LIVER & ROE"
0303310020,"PACIFIC HALIBUT, FROZEN EXCEPT FILLET, LIVER & ROE"
0303310030,"GREENLAND TURBOT FROZEN EXCEPT FILLET, LIVER & ROE"
0303320000,"PLAICE, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303330000,"SOLE, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303340000,"TURBOTS, FRZN, EXCEPT FILLET, LIVER & ROE"
0303390110,"FLOUNDER, FROZEN EXCEPT FILLET, LIVER & ROE, NESOI"
0303390120,"ROCK SOLE, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303390130,"YELLOWFIN SOLE, FROZEN, EXC FILLET, LIVER AND ROE"
0303390195,"FLAT FISH, FRZN, EXCEPT FILLET, LIVER & ROE, NESOI"
0303410000,ALBACORE/LONGFINNED TUNAS FROZEN EXCEPT FILLET ETC
0303420020,"YELLOWFIN TUNAS, WHOLE, FROZEN"
0303420040,"YELLOWFIN TUNAS, HEAD-ON, FROZEN, EXCEPT WHOLE"
0303420060,"YELLOWFIN TUNA, FROZEN, EXCEPT FILLETS, ETC, NESOI"
0303430000,"SKIPJACK TUNAS FROZEN EXCEPT FILLET, LIVER AND ROE"
0303440000,"BIGEYE TUNAS, FROZEN, EXCEPT FILLET, LIVER AND ROE"
0303450110,"BLUEFIN TUNAS FROZEN EXCEPT FILLETS, LIVERS & ROES"
0303450150,"PACIFIC BLUEFIN TUNA, FZ, EXC FILLETS,LIVERS & ROE"
0303460000,"SOUTHERN BLUEFIN TUNAS, FROZEN, EXC FILLETS, ETC"
0303490200,"TUNAS, FROZEN, EXCEPT FILLETS, LIVERS & ROES NESOI"
0303510000,"HERRINGS, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303530000,"SARDINES ETC, FROZEN, EXCEPT FILLET, LIVER AND ROE"
0303540000,"MACKEREL, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303550000,"JACK&HORSE MACKEREL,FZ, EXCEPT FILLETS,LIVERS& ROE"
0303560000,"COBIA, FROZEN, EXCEPT FILLETS, LIVERS & ROES"
0303570010,"SWORDFISH STEAKS, FROZEN, EXCEPT FILLETS"
0303570090,"SWORDFISH, FROZEN EXCEPT STEAK, FILLET LIVER & ROE"
0303590000,"FISH, FROZEN, EXCEPT FILLETS, LIVERS&ROES,HERRINGS"
0303630010,"ATLANTIC COD, FROZEN, EXCEPT FILLET, LIVER AND ROE"
0303630090,"COD, FROZEN EXCEPT FILLETS, LIVERS AND ROES, NESOI"
0303640000,"HADDOCK, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303650000,"ATLANTIC POLLOCK FROZEN EXCEPT FILLET, LIVER & ROE"
0303660000,"WHITING & HAKE, FROZEN, EXCEPT FILLET, LIVER & ROE"
0303670000,"ALASKA POLLOCK, FROZEN, EXCEPT FILLET, LIVER & ROE"
0303680000,"BLUE WHITINGS, FROZEN, EXC FILLETS, LIVERS & ROES"
0303690000,"FISH OF FAM, FZ, EXC FILLETS, LIVERS & ROES, NESOI"
0303810011,"DOGFISH, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303810091,"SHARKS, FROZEN EXCEPT FILLETS, LIVERS & ROES NESOI"
0303820000,"RAYS&SKATES, FROZEN, EXCEPT FILLETS, LIVERS & ROES"
0303830000,"TOOTHFISH, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303840000,"SEA BASS, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303890001,"SEA SMELTS, FROZEN EXCEPT FILLETS, LIVERS AND ROES"
0303890004,"SMELTS, FROZEN EXCPT FILLETS, LIVERS & ROES"
0303890010,"CUSK, FROZEN, EXCEPT FILLET, LIVER & ROE"
0303890013,"SHAD & STURGEON, FROZEN EXCEPT FILLET, LIVER & ROE"
0303890028,"PIKE AND PICKEREL, FROZEN, EXC FILLET, LIVER & ROE"
0303890031,"PERCH, PIKE PERCH (YELLOW PIKE) FRZN EXC FILET,ETC"
0303890034,"SAUGER, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303890037,"WHITEFISH, FRESH WATER, FROZEN, EXCEPT FILLET, ETC"
0303890040,"TILAPIA, FROZEN EXC FILLET, LIVER & ROE, NESOI"
0303890043,"FISH, FRESHWATER FROZEN EXC FILLET LIVER ROE NESOI"
0303890046,"ATKA MACKEREL, FROZEN, EXCEPT FILLET, LIVER & ROE"
0303890049,"MULLET, FROZEN, EXCEPT FILLET, LIVER & ROE"
0303890052,"MONKFISH, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303890055,"BUTTERFISH, FROZEN, EXCEPT FILLETS, LIVERS AND ROE"
0303890058,"CAPELIN, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303890061,"SABLEFISH, FROZEN EXCEPT FILLETS, LIVERS AND ROES"
0303890064,"OCEAN PERCH, FROZEN, EXCEPT FILLETS, LIVERS & ROES"
0303890067,"SNAPPER, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303890070,"GROUPER, FROZEN, EXCEPT FILLETS, LIVERS AND ROES"
0303890080,"FISH, FROZEN, EXCEPT FILLETS, LIVERS & ROES, NESOI"
0303912000,"STURGEON ROE, FROZEN"
0303914020,"HERRING ROE, FROZEN"
0303914040,"SALMON ROE, FROZEN"
0303914050,"ALASKAN POLLOCK ROE, FROZEN"
0303914060,"MULLET ROE, FROZEN"
0303914095,"FISH LIVERS AND ROES, FROZEN, NESOI"
0303920000,"SHARK FINS,FROZEN, EXCEPT FILLETS"
0303990000,"OTHER EDIBLE FISH OFFAL, FROZEN, NESOI"
0304310000,"TILAPIA (OREOCHROMIS) FILLETS, FRESH OR CHILLED"
0304320010,"ICTALURUS SPP FILLETS, FRESH OR CHILLED"
0304320020,"PANGASIUS INC BASA AND TRA, FILLETS, FR/CH"
0304320090,"CATFISH (SILURUS OR CLARIAS), FILLETS FR/CH"
0304330000,"NILE PERCH FILLETS, FRESH/CHILLED"
0304390000,"CARP, EEL OR SNAKEHEAD FILLETS, FRESH, CHILLED"
0304410010,"ATLANTIC SALMON FILLETS, FARMED, FRESH/CHILLED"
0304410020,"ATLANTIC SALMON FILLETS, FRESH/CHILLED, NESOI"
0304410090,"PACIFIC SALMON AND DANUBE SALMON FILLETS, FR/CH"
0304420000,"TROUT FILLETS, FRESH, CHILLED"
0304430010,"SOLE FILLETS, FRESH OR CHILLED"
0304430015,"PLAICE FILLETS, FRESH OR CHILLED"
0304430020,"FLOUNDER FILLETS, FRESH OR CHILLED"
0304430025,"GREENLAND TURBOT FILLETS, FRESH OR CHILLED"
0304430090,"FLATFISH FILLETS, FRESH OR CHILLED, NESOI"
0304440010,"ATLANTIC COD, FILLETS, FRESH/CHILLED"
0304440015,"COD FILLETS, FRESH OR CHILLED NESOI"
0304440020,"HADDOCK FILLETS, FRESH OR CHILLED"
0304440025,"POLLOCK FILLETS, FRESH OR CHILLED"
0304440030,"HAKE FILLETS, FRESH OR CHILLED"
0304440090,"FISH OF FAMILIES BREGMACEROTIDE,ETC"
0304450000,"SWORDFISH, FILLETS, FRESH OR CHILLED"
0304460000,"TOOTHFISH, FILLETS, FRESH/CHILLED"
0304470000,"DOGFISH AND OTHER SHARKS, FILLETS, FR/CH"
0304480000,"RAY AND SKATE FILLETS, FRESH OR CHILLED"
0304490103,"PIKE FILLETS, FRESH OR CHILLED"
0304490106,"PICKEREL FILLETS, FRESH OR CHILLED"
0304490109,"WHITEFISH FILLETS, FRESHWATER, FR/CH"
0304490112,"TILAPIA FILLETS, FRESH OR CHILLED, NESOI"
0304490115,"FRESHWATER FISH FILLETS, FRESH OR CHILLED, NESOI"
0304490120,"ATLANTIC OCEAN PERCH FILLETS, FRESH OR CHILLED"
0304490125,"CUSK FILLETS, FRESH OR SHILLED"
0304490190,"FISH FILLETS, FRESH OR CHILLED, NESOI"
0304510110,"ICTALURUS SPP MEAT, OTHER THAN FILLETS, FR/CH"
0304510115,"PANGASIUS SPP MEAT, OTHER THAN FILLETS, FR/CH"
0304510120,"NILE PERCH, MEAT, OTHER THAN FILLETS,FRESH/CHILLED"
0304510125,"TILAPIA (OREOCHROMIS) MEAT, FRESH OR CHILLED"
0304510190,"TILAPIA/CATF/CARP/EEL/NILEPRCH/SNKHEAD,FR/CH NES"
0304520010,"ATLANTIC SALMON MEAT, FARMED, FRESH/CHILLED,NES"
0304520015,"ATLANTIC SALMON MEAT, FRESH/CHILLED, NESOI"
0304520020,"SALMON MEAT, FRESH/CHILLED NESOI"
0304520090,"SALMONIDAE MEAT, FRESH OR CHILLED, NESOI"
0304530010,"ATLANTIC COD, OTHER MEAT, FRESH/CHILLED,NES"
0304530015,"COD, OTHER MEAT, FRESH OR CHILLED NESOI"
0304530020,"HADDOCK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED"
0304530025,"POLLOCK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED"
0304530030,"HAKE MEAT, OTHER THAN FILLETS, FREHS OR CHILLED"
0304530090,"FISH OF FAMILIES BREGMACEROTIDE,ETC"
0304540000,"SWORDFISH, FRESH/CHILLED, EXCEPT FILLETS"
0304550000,"TOOTHFISH, FRESH/CHILLED, EXCLUDING FILLETS"
0304560000,DOGFISH & OTHER SHARKS FRESH OR CHILLED
0304570000,"RAYS AND SKATES, FRESH OR CHILLED"
0304590003,"YELLOW PERCH FILLETS AND OTHER MEAT, FRESH/CHILLED"
0304590006,PIKE PERCH (YELLOW PIKE) FILLET & OTHER MEAT FR/CH
0304590009,"PERCH, FRESHWATER, MEAT, FRESH/CHILLED NESOI"
0304590015,"PIKE MEAT, OTHER THAN FILLETS, FRESH OR CHILLED"
0304590020,"PICKEREL MEAT, OTHER THAN FILLETS,FRESH OR CHILLED"
0304590025,"WHITEFISH MEAT, OTHER THAN FILLETS, FRESH OR CHILL"
0304590030,"TILAPIA MEAT, FRESH OR CHILLED, NESOI"
0304590036,"FRESHWATER FISH MEAT, FRESH OR CHILLED, NESOI"
0304590040,"SOLE MEAT OTHER THAN FILLETS, FRESH OR CHILLED"
0304590045,"PLAICE MEAT OTHER THAN FILLETS, FRESH OR CHILLED"
0304590050,"FLOUNDER MEAT OTHER THAN FILLETS, FRESH OR CHILLED"
0304590055,"GREENLAND TURBOT MEAT OTHER THAN FILLETS, FR/CH"
0304590061,"FLATFISH MEAT, FRESH OR CHILLED, NESOI"
0304590065,"ATLANTIC OCEAN PERCH,MEAT OTHER THAN FILLETS,FR/CH"
0304590070,"CUSK MEAT, OTHER THAN FILLETS, FRESH OR CHILLED"
0304590091,"FISH MEAT EXCEPT FILLETS, FRESH OR CHILLED, NESOI"
0304610000,"TILAPIA FILLETS, FROZEN"
0304620010,"ICTALURUS SPP FILLETS, FROZEN"
0304620020,"PANGASIUS SPP FILLETS, FROZEN"
0304620030,"SILURIFORMES FILLETS, FROZEN, NESOI"
0304620090,"CLARIAS SPP FILLETS, FROZEN"
0304630000,"NILE PERCH FILLETS, FROZEN"
0304690000,"CARP, EELS AND SNAKEHEAD FILLETS, FROZEN"
0304711000,COD FILLET SKNND FRZN BLOCK GT 4.5 KG TO MINCE ETC
0304715000,"COD FILLETS, FROZEN"
0304721000,"HADDOCK FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG"
0304725000,"HADDOCK FILLETS, FROZEN, NESOI"
0304731000,"COALFISH FILLETS,SKINND FRZN BLOCK GT 4.5 KG"
0304735000,"POLLOCK FILLETS, FROZEN, NESOI"
0304741000,"HAKE FILLETS, SKINNED, FRZN BLOCKS GT 4.5 KG"
0304745000,"HAKE (UROPHYCIS SPP.) FILLETS, FROZEN, NESOI"
0304751000,ALASKA POLLOCK FILLET SKINNED FRZN BLOCK GT 4.5 KG
0304755000,"ALASKA POLLOCK FILLETS, FROZEN, NESOI"
0304791010,"POLLOCK FILLETS, SKINND FRZN BLOCK GT 4.5 KG NESOI"
0304791015,"WHITING FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG"
0304791090,"FISH FILLETS OF FAM, SKINNED, FRZN,GT 4.5 KG NESOI"
0304795000,"FISH FILLETS OF FAMIY BREGMAC. ETC, FROZEN, NESOI"
0304811000,"SALMON FILLETS, SKIND, FRZN BLOCKS GT 4.5 KG NESOI"
0304815010,"ATLANTIC SALMONIDAE FILLETS, FROZEN, NESOI"
0304815090,"SALMONIDAE FILLETS, FROZEN, NESOI"
0304821000,"TROUT FILLETS, SKINNED, FRZN BLOCKS GT 4.5 KG"
0304825000,"TROUT FILLETS, FROZEN, NESOI"
0304831010,GREENLAND TURBOT FILLET SKIND FRZN BLOCK GT 4.5 KG
0304831015,"SOLE FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG"
0304831020,"FLOUNDER FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG"
0304831025,HALIBUT FILLET SKINNED FRZN BLOCKS GT 4.5 KG NESOI
0304831030,TURBOT FILLETS SKINNED FRZN BLOCKS GT 4.5 KG NESOI
0304831090,FLATFISH FILLET SKINNED FRZN BLOCK GT 4.5 KG NESOI
0304835010,"GREENLAND TURBOT/HALIBUT FILLETS, FROZEN, NESOI"
0304835015,"SOLE FILLETS, FROZEN, NESOI"
0304835020,"FLOUNDER FILLETS, FROZEN, NESOI"
0304835025,"HALIBUT FILLETS, FROZEN, EXCEPT GREENLAND, NESOI"
0304835030,"TURBOT FILLETS, FROZEN, EXCEPT GREENLAND, NESOI"
0304835090,"FLATFISH FILLETS, FROZEN, NESOI"
0304840000,"SWORDFISH FILLETS, FROZEN"
0304850000,"TOOTHFISH FILLETS, FROZEN"
0304860000,"HERRING FILLETS, FROZEN"
0304870000,"TUNA,SKIPJACK OR STRIPE BELLIED BONITO FILLETS, FZ"
0304880000,"DOGFISH,OTH SHRKS,RAYS/SKATES FILLETS,FROZEN"
0304891010,"OCEAN CATFISH FILLET, SKINNED FRZN BLOCK GT 4.5 KG"
0304891015,"PICKEREL FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG"
0304891020,"SAUGER FILLETS, SKINNED, FROZEN BLOCKS GT 4.5 KG"
0304891025,ATL OCEAN PERCH FILLET SKINND FRZN BLOCK GT 4.5 KG
0304891030,OCEAN PERCH FILLET SKIN FRZN BLOCK GT 4.5 KG NESOI
0304891035,PERCH FILLET SKIN FRZ BLCKS 4.5 KG TO BE CUT NESOI
0304891090,"FISH FILLETS, SKINNED, FRZN BLOCKS GT 4.5 KG NESOI"
0304895003,"YELLOW PERCH FILLETS, FROZEN, NESOI"
0304895006,"PIKE PERCH (INC YELLOW PIKE) FILLETS, FROZEN NESOI"
0304895009,"PERCH FILLETS, FROZEN, FRESHWATER, NESOI"
0304895015,"PICKEREL FILLETS, FROZEN, NESOI"
0304895020,"PIKE FILLETS, FROZEN, NESOI"
0304895025,"SAUGER FILLETS, FROZEN, NESOI"
0304895030,"FRESHWATER FISH FILLETS, FROZEN, NESOI"
0304895035,ATLANTIC OCEAN PERCH (ROSEFISH) FILLETS FRZN NESOI
0304895040,"OCEAN PERCH FILLETS, FROZEN, EXC ATLANTIC, NESOI"
0304895045,"OCEAN CATFISH (WOLF FISH) FILLETS, FROZEN, NESOI"
0304895050,"ORANGE ROUGHY FILLETS, FROZEN, NESOI"
0304895055,"DOLPHIN FISH (MAHI MAHI) FILLETS, FROZEN, NESOI"
0304895060,"CUSK FILLETS, FROZEN, NESOI"
0304895091,"FISH FILLETS, FROZEN, NESOI"
0304911000,"SWORDFISH, FRZN, IN BULK/CONTAINRS GT 6.8KG"
0304919000,"SWORDFISH, FROZEN, NESOI"
0304921000,"TOOTHFISH, FRZN, IN BULK/CONTAINRS GT 6.8KG,"
0304929000,"TOOTHFISH, FROZEN, NESOI"
0304931005,"TILAPIA ETC.,SURIMI, MINCED,FZ,BULK/CONT GT 6.8 KG"
0304931010,"TILAPIA,ETC, MINCED FZ, BULK/CONT GT 6.8 KG EA,NES"
0304931090,"TILAPIA, ETC,MEAT, FRZN, IN BULK/CNTR GT 6.8KG"
0304939000,"TILAPIA, CATFISH, CARP, EEL MEAT, FROZEN, NESOI"
0304941005,SURIMI ALASKA POLLOCK FZ BULK/CONTAIN GT 6.8 KG EA
0304941010,"AK POLLOCK MINCED FZ, BULK/CONT GT 6.8 KG EA,NES"
0304941090,AK POLLOCK FRZN IN BULK/CONTAINRS GT 6.8KG NESOI
0304949000,"AK POLLOCK MEAT,FRZN, NESOI"
0304951005,"FISH OF FAM BRE.ETC,SURIMI, FZ, BLK/CONT GT 6.8 KG"
0304951010,"COD MEAT MINCED FZ, BULK/CONTRS GT 6.8 KG EA"
0304951015,"FISH OF BREG. ETC. MINCED FZ, BULK/CONTR GT 6.8 KG"
0304951020,"COD MEAT, FRZN, IN BULK/CONTAINRS GT 6.8 KG, NESOI"
0304951025,HADDOCK MEAT FRZN IN BULK/CONTAINRS GT 6.8KG NESOI
0304951030,POLLOCK MEAT FRZN IN BULK/CONTAINRS GT 6.8KG NESOI
0304951090,"FISH OF BREG. ETC. FZ, BULK/CONTR GT 6.8 KG, NESOI"
0304959000,"FISH MEAT,FRZN,OF FAMILIES BREGMACEROTIDEA,ETC,NES"
0304960000,"DOGFISH AND OTHER SHARKS, FROZEN, NESOI"
0304970000,"RAY AND SKATES (RAJIDAE), FROZEN, NESOI"
0304991104,"SURIMI, FROZEN, BULK/CONTAINERS GT 6.8 KG EA NESOI"
0304991109,"FISH MEAT MINCED FZ, BULK/CONTR GT 6.8 KG EA NESOI"
0304991150,"SOLE MEAT, FRZN, IN BULK/CONTAINRS GT 6.8KG, NESOI"
0304991160,GRENLND TURBOT (HALIBUT) MEAT FZ BULK/CONTAINR ETC
0304991170,OCEAN PERCH MEAT FZ BULK/CONTAINR GT 6.8KG NESOI
0304991182,"PIKE MEAT, FRZN, IN BULK/CONTAINRS GT 6.8KG, NESOI"
0304991183,WHITEFISH MEAT FZ IN BULK/CONTAINRS GT 6.8KG NESOI
0304991184,FRSH-WATR FISH MEAT FZ BULK/CONTAIN GT 6.8KG NESOI
0304991190,"TUNA, FRZN, IN BULK/CONTAINRS GT 6.8KG, NESOI"
0304991194,"OTHR FISHMEAT, FRZN, IN BULK/CNTRS GT 6.8KG, NESOI"
0304999190,"OCEAN FISH MEAT, FROZEN, NESOI"
0304999192,"FISH MEAT (OTHER THAN OCEAN), FROZEN, NESOI"
0305102000,FISH FLOUR/MEAL/PELLET EDIBLE BULK/CONTAIN GT 6.8K
0305104000,"FISH FLOURS, MEALS & PELLETS, EDIBLE, NESOI"
0305202000,"STURGEON ROE, DRIED, SMOKED, SALTED OR IN BRINE"
0305204020,"SALMON ROE, DRIED, SMOKED, SALTED OR IN BRINE"
0305204040,"HERRING ROE, DRIED, SMOKED, SALTED OR IN BRINE"
0305204065,FISH LIVERS & ROES DRIED/SMOKED/SALTED/BRINE NESOI
0305310100,"TILAPIA/CAT/EEL/ETC,FILLETS,DRD,SALTED OR IN BRINE"
0305320010,"COD FILLETS, DRIED, SALTED OR IN BRINE"
0305320090,BREGMACE. ETC
0305392000,HERRING FILLETS DRD/SALTD/BRINE CONTAINRS LT=6.8KG
0305394000,MACKEREL FILLET DRD/SALTD/BRINE CONTAINRS LT=6.8KG
0305396110,"HERRING FILLETS, DRIED, SALTED OR IN BRINE, NESOI"
0305396180,"FISH FILLETS, DRIED, SALTED OR IN BRINE, NESOI"
0305410000,"PACIFIC, ATLANTIC AND DANUBE SALMON, SMOKED"
0305420020,"HERRINGS, WHOLE OR BEHEADED, SMOKED"
0305420050,"HERRINGS, BONELESS, SMOKED"
0305420060,"HERRINGS, SMOKED, NESOI"
0305430000,SMOKED TROUT INCLUDING FILLETS
0305440100,"SMOKED TILAPIA, CARFISH, CARP,EEL,NILE PERCH SKHD"
0305492000,"MACKEREL, INCLUDING FILLETS, SMOKED"
0305494020,"COD, CUSK, HADDOCK, HAKE AND POLLOCK, SMOKED"
0305494045,"SMOKED FISH INCLUDING FILLETS, NESOI"
0305510000,"COD, DRIED, WHETHER OR NOT SALTED BUT NOT SMOKED"
0305520000,"TILAP,CTFSH,EEL,NILEP,SNKH,DRIED,SLTED/NOT,NT SMKD"
0305530000,"FISH FAMILIES, DRIED, SALTED OR NOT, BUT NOT SMOKE"
0305540000,"HERRI,ANCH,SRDN ETC,DRIED,SLTED/NOT,B/N SMOKED"
0305590001,"FISH, DRIED, SALTED OR NOT, BUT NOT SMOKED, NESOI"
0305612000,HERRINGS SALTED IN CONTAINERS W/ CONTENTS LT=6.8KG
0305614000,"HERRINGS, SALTED, NOT DRIED/SMOKED, IN BRINE NESOI"
0305620010,COD MOISTURE GT 50% WHOLE/PROCESD SALTED/IN BRINE
0305620025,COD MOISTUR GT 45% TO 50% WHOLE/PROCSD SALTD/BRINE
0305620030,COD MOISTUR GT 43% TO 45% WHOLE/PROCSD SALTD/BRINE
0305620045,"COD, MOISTUR LT=43% WHOLE/PROCESD, SALTD"
0305620050,"COD MOISTUR GT 50%, SALTD NT DRD/SMKD"
0305620060,COD MOISTR GT 45-50% SALTD NT DRD/SMK
0305620070,COD MOISTR GT 43-45% SALTD NT DRD/SMK
0305620080,"COD MOISTUR LT=43%, SALTD NT DRD/SMKD"
0305632000,"ANCHOVIES, AIRTGHT CONTNRS LT=6.8KG EA, SLTD/BRINE"
0305634000,"ANCHOVIES IN CONTNRS LT=6.8KG EA, SLTD/BRINE NESOI"
0305636000,"ANCHOVIES, SALTED NOT DRIED/SMOKED"
0305641000,"TILAPIA ETC,CNTRS LT=6.8KG SLTD NT DRD/SMKD"
0305645000,"TILAPIA, ETC,SALTD,NOT DRIED/SMOKD"
0305691021,HAKE WHOLE/PROCESSED SALTD NT DRIED/SMKD
0305691022,POLLOCK WHOLE/PROCSSD SALTD NOT DRD/SMKD
0305691029,HADDOCK/CUSK WHOLE/PROCSD SALTD NT DRD/SMKD
0305691041,"HAKE, SALTED BUT NOT DRIED/SMOKED"
0305691042,"POLLOCK, SALTED NOT DRIED/SMOKED"
0305691049,HADDOCK/CUSK SALTD NOT DRIED/SMOKD
0305692000,MACKRL CNTNRS LT=6.8KG SALTD NT DRD/SMKD
0305693000,"MACKEREL, SALTD NOT DRIED OR SMOKD"
0305694000,"SALMON, SALTED BUT NOT DRIED OR SMOKED"
0305695001,FISH CNTRS LT=6.8KG SALTD NT DRD/SMKD
0305696001,"FISH, SALTD BUT NOT DRIED OR SMOKD"
0305710000,SHARK FINS DRIED OR SMOKED
0305720000,"FISH HEADS, TAILS AND MAWS"
0305790000,"EDIBLE FISH OFFAL,DRID,SALTED,IN BRINE, SMKD,NESOI"
0306110010,"CARIBBEAN SPINY LOBSTER (PANULIRUS ARGUS), FROZEN"
0306110020,"ROCK LOBSTER AND OTHER SEA CRAWFISH, FROZEN, NESOI"
0306120010,"LOBSTERS IN AIRTIGHT CONTAINERS, IN BRINE, FROZEN"
0306120030,"LOBSTERS IN AIRTIGHT CONTAINERS, FROZEN, NESOI"
0306120050,"LOBSTERS, IN BRINE, FROZEN, NOT IN AIRTIGHT CNTNRS"
0306120070,"LOBSTERS, FROZEN, NESOI"
0306142000,"CRABMEAT, FROZEN"
0306144003,"RED KING CRAB, FROZEN, EXCEPT CRABMEAT"
0306144006,"BLUE KING CRAB, FROZEN, EXCEPT CRABMEAT"
0306144009,"GOLDEN/BROWN KING CRAB, FROZEN, EXCEPT CRABMEAT"
0306144012,"S. RED SANTOLLA KING CRAB, FROZEN, EXCEPT CRABMEAT"
0306144015,"OTHER KING CRABS, FROZEN, EXCEPT CRABMEAT"
0306144020,"SNOW CRABS, FROZEN, EXCEPT CRABMEAT"
0306144030,"DUNGENESS CRABS, FROZEN, EXCEPT CRABMEAT"
0306144090,"CRABS, FROZEN, EXCEPT CRABMEAT, NESOI"
0306150000,"NORWAY LOBSTERS (NEPHROPS NORVEGICUS), FROZEN"
0306160003,COLD-WATR SHRIMP/PRAWN FZ SHELL LT 33/KG STAT NT 1
0306160006,COLD-WATR SHRIMP/PRAWN FZ SHELL 33-45/KG STAT NT 1
0306160009,COLD-WATR SHRIMP/PRAWN FZ SHELL 46-55/KG STAT NT 1
0306160012,COLD-WATR SHRIMP/PRAWN FZ SHELL 56-66/KG STAT NT 1
0306160015,COLD-WATR SHRIMP/PRAWN FZ SHELL 67-88/KG STAT NT 1
0306160018,COLD-WTR SHRIMP/PRAWN FZ SHELL 89-110/KG STAT NT 1
0306160021,COLD-WTR SHRIMP/PRAWN FZ SHELL 111-132/KG STAT N 1
0306160024,COLD-WTR SHRIMP/PRAWN FZ SHELL 133-154/KG STAT N 1
0306160027,COLD-WTR SHRIMP/PRAWN FZ SHELL GT 154/KG STAT NT 1
0306160040,"COLD-WATER SHRIMPS, PRAWNS FROZEN PEELED STAT NT 1"
0306170003,SHRIMPS & PRAWNS FZ SHELL LT 33/KG STAT NT 1 NESOI
0306170006,SHRIMPS & PRAWNS FZ SHELL 33-45/KG STAT NT 1 NESOI
0306170009,SHRIMPS & PRAWNS FZ SHELL 46-55/KG STAT NT 1 NESOI
0306170012,SHRIMPS & PRAWNS FZ SHELL 56-66/KG STAT NT 1 NESOI
0306170015,SHRIMPS & PRAWNS FZ SHELL 67-88/KG STAT NT 1 NESOI
0306170018,"SHRIMPS, PRAWNS FZ SHELL 89-110/KG STAT NT 1 NESOI"
0306170021,SHRIMPS/PRAWNS FZ SHELL 111-132/KG STAT NT 1 NESOI
